age_group,low_risk,moderate_risk,high_risk
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
established,1,0,0
