anomaly,amount
low_risk,52.798016
low_risk,532.5691
low_risk,286.92996
low_risk,407.656
low_risk,796.57776
low_risk,390.5971
low_risk,0.01
low_risk,668.18317
low_risk,475.44925
low_risk,307.4542
low_risk,616.9492
low_risk,406.4869
low_risk,486.72803
low_risk,718.1882
low_risk,0.01
low_risk,609.50354
low_risk,811.0514
low_risk,628.2732
low_risk,249.56404
low_risk,763.0041
low_risk,408.08185
low_risk,912.00854
low_risk,99.63643
low_risk,532.0807
low_risk,912.7223
low_risk,389.23865
low_risk,12.5592
low_risk,398.99597
low_risk,896.256
low_risk,393.90393
low_risk,876.16125
low_risk,316.36896
low_risk,388.75
low_risk,781.8657
low_risk,407.026
low_risk,1036.8622
low_risk,398.9242
low_risk,966.9755
low_risk,902.02637
low_risk,420.8218
low_risk,734.1356
low_risk,369.35358
low_risk,924.416
low_risk,698.14575
low_risk,365.53476
low_risk,850.38873
low_risk,229.90479
low_risk,275.51312
low_risk,34.547447
low_risk,830.354
low_risk,184.32693
low_risk,261.35162
low_risk,335.23053
low_risk,572.098
low_risk,666.3509
low_risk,257.75436
low_risk,458.07184
low_risk,441.85587
low_risk,510.86215
low_risk,387.49683
low_risk,600.8831
low_risk,895.42
low_risk,382.77335
low_risk,384.14426
low_risk,376.3641
low_risk,623.56854
low_risk,274.81476
low_risk,677.8658
low_risk,123.542816
low_risk,700.3424
low_risk,382.34183
low_risk,310.5423
low_risk,655.1953
low_risk,224.21724
low_risk,734.1621
low_risk,450.86932
low_risk,487.8504
low_risk,239.43794
low_risk,741.7261
low_risk,222.0118
low_risk,611.76514
low_risk,371.6064
low_risk,718.5566
low_risk,427.9281
low_risk,251.9304
low_risk,74.16492
low_risk,508.26712
low_risk,0.01
low_risk,351.09155
low_risk,408.88782
low_risk,280.5743
low_risk,615.134
low_risk,810.4288
low_risk,630.5558
low_risk,943.6428
low_risk,827.24805
low_risk,847.20105
low_risk,290.86795
low_risk,871.2271
low_risk,475.08862
low_risk,154.57619
low_risk,14.71847
low_risk,365.52493
low_risk,433.35202
low_risk,525.53375
low_risk,621.483
low_risk,576.0866
low_risk,827.8897
low_risk,432.47385
low_risk,842.33246
low_risk,743.4074
low_risk,663.8859
low_risk,722.65875
low_risk,472.09903
low_risk,624.1245
low_risk,739.85785
low_risk,301.86636
low_risk,147.7267
low_risk,605.0505
low_risk,310.9564
low_risk,402.59216
low_risk,647.84625
low_risk,675.9841
low_risk,394.59537
low_risk,547.048
low_risk,1000.2195
low_risk,732.9377
low_risk,390.83154
low_risk,351.06894
low_risk,80.95158
low_risk,611.06934
low_risk,744.8723
low_risk,752.4221
low_risk,410.04202
low_risk,416.5789
low_risk,672.70483
low_risk,547.0392
low_risk,556.31104
low_risk,0.01
low_risk,296.05792
low_risk,571.34534
low_risk,620.3887
low_risk,706.94806
low_risk,320.20306
low_risk,321.80887
low_risk,266.7587
low_risk,328.63962
low_risk,781.80634
low_risk,831.43164
low_risk,577.75073
low_risk,229.3982
low_risk,570.2245
low_risk,187.61949
low_risk,436.66278
low_risk,246.39684
low_risk,510.16006
low_risk,697.27765
low_risk,398.33383
low_risk,656.81464
low_risk,519.2172
low_risk,0.01
low_risk,551.78174
low_risk,1140.856
low_risk,218.3663
low_risk,182.45769
low_risk,693.28064
low_risk,207.70107
low_risk,578.2051
low_risk,602.2182
low_risk,426.01123
low_risk,407.81308
low_risk,856.4031
low_risk,692.4054
low_risk,974.6663
low_risk,225.53972
low_risk,454.55765
low_risk,562.56055
low_risk,652.77637
low_risk,557.2264
low_risk,606.7132
low_risk,393.32013
low_risk,1062.8645
low_risk,966.0195
low_risk,549.2703
low_risk,102.559654
low_risk,447.2042
low_risk,297.6602
low_risk,500.2519
low_risk,628.49976
low_risk,453.73282
low_risk,483.02872
low_risk,1146.5002
low_risk,887.2871
low_risk,643.14996
low_risk,539.10626
low_risk,571.68854
low_risk,403.5178
low_risk,412.57416
low_risk,964.24506
low_risk,875.77374
low_risk,570.0791
low_risk,225.39513
low_risk,1121.9824
low_risk,465.7078
low_risk,246.31961
low_risk,523.2959
low_risk,97.85965
low_risk,906.6385
low_risk,733.48517
low_risk,477.33942
low_risk,548.3744
low_risk,438.19412
low_risk,581.7561
low_risk,805.0738
low_risk,511.71924
low_risk,759.0613
low_risk,529.8822
low_risk,382.62915
low_risk,193.61282
low_risk,320.6377
low_risk,765.96027
low_risk,482.3284
low_risk,588.8038
low_risk,859.6521
low_risk,641.43506
low_risk,629.8112
low_risk,609.81024
low_risk,584.84625
low_risk,516.5391
low_risk,263.55847
low_risk,0.01
low_risk,347.23993
low_risk,894.52844
low_risk,336.56616
low_risk,526.05634
low_risk,392.72366
low_risk,308.77222
low_risk,505.5648
low_risk,570.5066
low_risk,351.4013
low_risk,689.4157
low_risk,153.65048
low_risk,757.7811
low_risk,370.38388
low_risk,527.53766
low_risk,751.14777
low_risk,86.742546
low_risk,392.15448
low_risk,24.291632
low_risk,940.58624
low_risk,776.8332
low_risk,377.51013
low_risk,540.6823
low_risk,167.64151
low_risk,0.01
low_risk,304.07938
low_risk,644.2831
low_risk,658.93976
low_risk,684.8406
low_risk,330.61478
low_risk,513.9096
low_risk,507.3345
low_risk,567.8572
low_risk,284.67767
low_risk,243.87523
low_risk,0.01
low_risk,336.3383
low_risk,200.41853
low_risk,610.3735
low_risk,423.23804
low_risk,564.6987
low_risk,447.1525
low_risk,557.862
low_risk,414.61496
low_risk,460.27164
low_risk,769.38165
low_risk,357.78513
low_risk,559.04846
low_risk,225.86926
low_risk,399.27283
low_risk,167.70398
low_risk,925.6681
low_risk,315.42114
low_risk,495.3256
low_risk,510.1318
low_risk,376.67126
low_risk,781.6615
low_risk,508.98892
low_risk,466.6439
low_risk,861.3619
low_risk,488.38736
low_risk,240.39877
low_risk,559.4327
low_risk,235.67348
low_risk,372.7078
low_risk,442.3942
low_risk,624.1371
low_risk,759.0371
low_risk,103.65837
low_risk,78.117256
low_risk,1461.781
low_risk,177.36934
low_risk,747.82294
low_risk,843.27106
low_risk,488.73074
low_risk,460.4023
low_risk,619.5536
low_risk,506.8168
low_risk,205.62022
low_risk,287.3187
low_risk,907.24225
low_risk,127.32462
low_risk,406.51346
low_risk,567.7178
low_risk,365.31244
low_risk,611.8607
low_risk,607.8185
low_risk,549.406
low_risk,259.86298
low_risk,347.17773
low_risk,593.2804
low_risk,717.9937
low_risk,745.1505
low_risk,547.78296
low_risk,331.5051
low_risk,310.92825
low_risk,658.8892
low_risk,430.68085
low_risk,468.201
low_risk,399.65326
low_risk,0.01
low_risk,210.14444
low_risk,526.5727
low_risk,649.2787
low_risk,449.6733
low_risk,804.9415
low_risk,473.19724
low_risk,783.2006
low_risk,884.5403
low_risk,366.87146
low_risk,413.2672
low_risk,572.509
low_risk,606.1077
low_risk,454.45673
low_risk,145.50293
low_risk,200.48175
low_risk,436.73477
low_risk,326.66544
low_risk,822.3812
low_risk,145.88124
low_risk,348.4516
low_risk,512.3492
low_risk,791.22064
low_risk,282.71033
low_risk,150.1141
low_risk,830.2843
low_risk,524.7309
low_risk,726.191
low_risk,1244.7887
low_risk,0.01
low_risk,805.7481
low_risk,266.2145
low_risk,714.33704
low_risk,650.5224
low_risk,243.4395
low_risk,692.0778
low_risk,726.6687
low_risk,1135.797
low_risk,588.64166
low_risk,922.06384
low_risk,328.44934
low_risk,345.9232
low_risk,427.13727
low_risk,519.5934
low_risk,753.8131
low_risk,472.05988
low_risk,588.1369
low_risk,538.5466
low_risk,792.60754
low_risk,436.52652
low_risk,109.59397
low_risk,166.70529
low_risk,650.28156
low_risk,487.60498
low_risk,0.01
low_risk,210.86688
low_risk,547.8308
low_risk,127.184395
low_risk,826.8532
low_risk,826.7059
low_risk,543.5033
low_risk,639.95795
low_risk,386.70993
low_risk,413.2434
low_risk,513.2051
low_risk,868.27637
low_risk,230.94753
low_risk,605.5349
low_risk,538.88727
low_risk,160.94014
low_risk,304.6933
low_risk,628.1151
low_risk,623.468
low_risk,578.29724
low_risk,738.99146
low_risk,529.4357
low_risk,757.5139
low_risk,218.22267
low_risk,607.6564
low_risk,343.26712
low_risk,744.7016
low_risk,0.01
low_risk,233.39035
low_risk,298.96793
low_risk,841.1725
low_risk,274.7737
low_risk,216.81036
low_risk,388.0513
low_risk,569.06573
low_risk,643.66766
low_risk,184.51776
low_risk,563.5412
low_risk,831.6801
low_risk,0.01
low_risk,723.4546
low_risk,604.2594
low_risk,586.39923
low_risk,714.2715
low_risk,0.01
low_risk,563.9573
low_risk,476.47498
low_risk,146.91037
low_risk,695.4102
low_risk,517.88763
low_risk,779.0253
low_risk,326.65665
low_risk,377.83612
low_risk,902.0545
low_risk,1110.4614
low_risk,593.52936
low_risk,0.01
low_risk,776.1464
low_risk,606.09375
low_risk,588.8837
low_risk,477.37122
low_risk,1248.2264
low_risk,88.663734
low_risk,684.98285
low_risk,452.50726
low_risk,466.41193
low_risk,753.0216
low_risk,261.99124
low_risk,752.83563
low_risk,335.00482
low_risk,408.8514
low_risk,793.7005
low_risk,767.10095
low_risk,675.86035
low_risk,399.32617
low_risk,542.7365
low_risk,567.2476
low_risk,142.84155
low_risk,742.1667
low_risk,259.58298
low_risk,593.5338
low_risk,592.99347
low_risk,643.5746
low_risk,501.7056
low_risk,699.58057
low_risk,425.166
low_risk,572.6991
low_risk,224.67203
low_risk,495.2253
low_risk,648.21606
low_risk,328.39664
low_risk,545.77246
low_risk,633.8502
low_risk,235.4484
low_risk,691.74146
low_risk,187.6551
low_risk,674.8879
low_risk,596.48474
low_risk,763.66534
low_risk,645.85675
low_risk,400.06522
low_risk,681.65674
low_risk,637.4743
low_risk,587.76733
low_risk,712.0935
low_risk,0.01
low_risk,775.4726
low_risk,357.51733
low_risk,505.52905
low_risk,737.6071
low_risk,0.01
low_risk,691.6889
low_risk,448.87186
low_risk,83.42539
low_risk,325.7263
low_risk,456.6433
low_risk,545.896
low_risk,567.89606
low_risk,567.31
low_risk,416.6918
low_risk,448.41116
low_risk,623.61804
low_risk,411.69882
low_risk,321.25677
low_risk,434.87146
low_risk,591.6097
low_risk,513.633
low_risk,396.78998
low_risk,257.6198
low_risk,543.2331
low_risk,797.82605
low_risk,287.65384
low_risk,353.4554
low_risk,228.29037
low_risk,940.6397
low_risk,610.38605
low_risk,294.79263
low_risk,522.5962
low_risk,280.6276
low_risk,96.35208
low_risk,535.90247
low_risk,845.80194
low_risk,909.8667
low_risk,0.01
low_risk,477.70166
low_risk,504.8213
low_risk,780.05145
low_risk,407.6586
low_risk,368.2879
low_risk,37.059765
low_risk,613.3115
low_risk,622.8401
low_risk,389.6129
low_risk,766.2889
low_risk,0.01
low_risk,908.4056
low_risk,472.94067
low_risk,652.6583
low_risk,532.6366
low_risk,325.15024
low_risk,168.29291
low_risk,724.73987
low_risk,453.6882
low_risk,1082.883
low_risk,668.0131
low_risk,193.07596
low_risk,715.2455
low_risk,536.7646
low_risk,281.58057
low_risk,22.690466
low_risk,301.0426
low_risk,78.362366
low_risk,566.929
low_risk,366.84833
low_risk,321.83682
low_risk,878.77954
low_risk,430.2705
low_risk,200.1266
low_risk,569.5856
low_risk,0.01
low_risk,555.42303
low_risk,463.3939
low_risk,618.182
low_risk,477.47452
low_risk,830.7184
low_risk,1038.5072
low_risk,0.01
low_risk,0.01
low_risk,603.1125
low_risk,322.4319
low_risk,429.7844
low_risk,527.86774
low_risk,385.87775
low_risk,294.57425
low_risk,448.59497
low_risk,420.00586
low_risk,226.58278
low_risk,380.20444
low_risk,334.81506
low_risk,1211.4375
low_risk,626.9723
low_risk,294.828
low_risk,420.9267
low_risk,329.422
low_risk,338.46973
low_risk,751.53955
low_risk,859.41437
low_risk,397.60675
low_risk,812.3881
low_risk,276.1037
low_risk,644.85956
low_risk,441.93073
low_risk,79.80403
low_risk,809.15875
low_risk,636.7854
low_risk,622.93396
low_risk,1190.3412
low_risk,469.6422
low_risk,260.10358
low_risk,452.86157
low_risk,750.19916
low_risk,129.38797
low_risk,721.4155
low_risk,629.4453
low_risk,340.9944
low_risk,410.89957
low_risk,526.6341
low_risk,950.8963
low_risk,553.43774
low_risk,107.8569
low_risk,663.4772
low_risk,509.34753
low_risk,374.46628
low_risk,720.66113
low_risk,183.38483
low_risk,282.8446
low_risk,775.584
low_risk,635.5513
low_risk,787.8369
low_risk,635.555
low_risk,391.88687
low_risk,816.852
low_risk,879.19415
low_risk,395.20975
low_risk,386.062
low_risk,292.42477
low_risk,493.88974
low_risk,494.90134
low_risk,545.3899
low_risk,357.4741
low_risk,487.14215
low_risk,404.38113
low_risk,362.52658
low_risk,65.2256
low_risk,765.8705
low_risk,778.1974
low_risk,0.01
low_risk,862.0284
low_risk,268.35794
low_risk,463.53897
low_risk,531.24585
low_risk,64.399124
low_risk,804.4513
low_risk,221.53459
low_risk,569.2687
low_risk,407.14755
low_risk,288.28317
low_risk,415.8111
low_risk,811.1733
low_risk,222.2954
low_risk,280.7582
low_risk,733.84296
low_risk,305.25195
low_risk,509.96274
low_risk,752.5975
low_risk,519.072
low_risk,539.0167
low_risk,640.36316
low_risk,569.9184
low_risk,724.37683
low_risk,174.53517
low_risk,730.9587
low_risk,587.224
low_risk,94.50927
low_risk,356.79456
low_risk,500.82587
low_risk,809.33124
low_risk,34.73083
low_risk,228.1435
low_risk,322.36966
low_risk,547.1031
low_risk,534.5584
low_risk,202.69086
low_risk,496.67062
low_risk,598.73047
low_risk,497.06207
low_risk,1050.5698
low_risk,255.90222
low_risk,1217.0875
low_risk,385.69135
low_risk,756.2941
low_risk,658.50226
low_risk,352.4844
low_risk,668.36536
low_risk,832.6371
low_risk,579.2371
low_risk,708.1091
low_risk,0.01
low_risk,483.79297
low_risk,405.42462
low_risk,471.10706
low_risk,487.02716
low_risk,697.0362
low_risk,253.19203
low_risk,518.9869
low_risk,282.46503
low_risk,526.45685
low_risk,293.13208
low_risk,899.8915
low_risk,506.37125
low_risk,663.74615
low_risk,366.5869
low_risk,822.8679
low_risk,603.60406
low_risk,661.40424
low_risk,352.77042
low_risk,346.71674
low_risk,689.49286
low_risk,289.5991
low_risk,982.63416
low_risk,118.314644
low_risk,361.38327
low_risk,531.8226
low_risk,829.017
low_risk,835.22516
low_risk,472.94357
low_risk,484.71643
low_risk,685.2715
low_risk,740.19806
low_risk,569.7915
low_risk,419.29675
low_risk,672.3618
low_risk,629.3172
low_risk,532.46027
low_risk,0.48630697
low_risk,285.80554
low_risk,403.06677
low_risk,474.59143
low_risk,230.7953
low_risk,100.01078
low_risk,414.85007
low_risk,290.3015
low_risk,639.6767
low_risk,524.4011
low_risk,639.3059
low_risk,171.15312
low_risk,991.2578
low_risk,491.83853
low_risk,560.74005
low_risk,583.6902
low_risk,634.5593
low_risk,489.55624
low_risk,554.30804
low_risk,521.3664
low_risk,271.05643
low_risk,392.60825
low_risk,772.11566
low_risk,506.96002
low_risk,331.65433
low_risk,526.5175
low_risk,638.8668
low_risk,841.75525
low_risk,744.1394
low_risk,589.28766
low_risk,948.6791
low_risk,920.1728
low_risk,14.784173
low_risk,347.62756
low_risk,349.34543
low_risk,240.98978
low_risk,666.8203
low_risk,936.09796
low_risk,113.74388
low_risk,324.9049
low_risk,610.9816
low_risk,776.4443
low_risk,257.1621
low_risk,310.54672
low_risk,841.44995
low_risk,577.0227
low_risk,680.04004
low_risk,191.29831
low_risk,856.3826
low_risk,211.57634
low_risk,206.29341
low_risk,673.9254
low_risk,490.36133
low_risk,772.942
low_risk,757.731
low_risk,1193.5532
low_risk,275.28876
low_risk,680.88116
low_risk,420.1417
low_risk,766.3941
low_risk,538.6615
low_risk,855.7928
low_risk,585.5355
low_risk,586.12335
low_risk,760.09607
low_risk,494.96262
low_risk,504.0892
low_risk,711.85364
low_risk,451.3447
low_risk,506.1261
low_risk,735.82245
low_risk,835.6124
low_risk,201.67668
low_risk,669.9353
low_risk,671.6308
low_risk,311.31683
low_risk,248.5902
low_risk,645.8447
low_risk,617.22473
low_risk,636.825
low_risk,974.59515
low_risk,0.01
low_risk,558.4027
low_risk,689.8737
low_risk,688.4457
low_risk,586.88873
low_risk,545.71674
low_risk,869.88873
low_risk,166.00389
low_risk,1157.0634
low_risk,218.77507
low_risk,249.58444
low_risk,709.2847
low_risk,375.37473
low_risk,615.1397
low_risk,442.66864
low_risk,256.18692
low_risk,1130.575
low_risk,394.26312
low_risk,566.87006
low_risk,62.432713
low_risk,0.01
low_risk,366.87152
low_risk,873.1443
low_risk,446.09973
low_risk,320.59915
low_risk,1008.30255
low_risk,603.3535
low_risk,561.69507
low_risk,563.29395
low_risk,348.13254
low_risk,770.75507
low_risk,201.26036
low_risk,746.726
low_risk,269.7606
low_risk,657.2666
low_risk,319.98306
low_risk,384.51938
low_risk,608.9407
low_risk,651.77856
low_risk,528.7993
low_risk,461.10587
low_risk,712.62024
low_risk,420.58026
low_risk,770.13226
low_risk,485.61304
low_risk,463.7064
low_risk,0.01
low_risk,648.2937
low_risk,597.16003
low_risk,864.01587
low_risk,1040.3839
low_risk,533.717
low_risk,389.8513
low_risk,435.84686
low_risk,195.4709
low_risk,581.6578
low_risk,249.74525
low_risk,704.45935
low_risk,155.34822
low_risk,833.6645
low_risk,623.2307
low_risk,536.3144
low_risk,695.703
low_risk,977.91705
low_risk,378.59253
low_risk,563.6981
low_risk,462.0642
low_risk,477.76917
low_risk,848.26825
low_risk,365.081
low_risk,710.26953
low_risk,96.0548
low_risk,694.4282
low_risk,640.9899
low_risk,366.577
low_risk,635.59155
low_risk,880.10004
low_risk,410.112
low_risk,223.35332
low_risk,422.9408
low_risk,482.40778
low_risk,519.0738
low_risk,539.59717
low_risk,938.17444
low_risk,511.93088
low_risk,211.44586
low_risk,531.3148
low_risk,353.41635
low_risk,665.3099
low_risk,481.2169
low_risk,328.71735
low_risk,608.0453
low_risk,309.17538
low_risk,395.69052
low_risk,203.05617
low_risk,465.81354
low_risk,158.98158
low_risk,554.46515
low_risk,0.01
low_risk,494.10147
low_risk,87.768456
low_risk,467.71265
low_risk,0.01
low_risk,485.85153
low_risk,767.9604
low_risk,78.89507
low_risk,402.88638
low_risk,742.96545
low_risk,341.3761
low_risk,361.7465
low_risk,193.21283
low_risk,359.20422
low_risk,598.0495
low_risk,512.6193
low_risk,529.68884
low_risk,380.23743
low_risk,545.56506
low_risk,800.38727
low_risk,137.1676
low_risk,338.20053
low_risk,392.49103
low_risk,634.60156
low_risk,403.29105
low_risk,786.97253
low_risk,393.80847
low_risk,286.251
low_risk,613.66144
low_risk,672.3484
low_risk,115.16603
low_risk,392.11533
low_risk,497.30905
low_risk,518.68896
low_risk,531.4948
low_risk,673.6034
low_risk,348.80597
low_risk,372.4782
low_risk,227.81534
low_risk,601.4976
low_risk,888.2267
low_risk,789.4497
low_risk,322.2728
low_risk,270.81775
low_risk,632.25635
low_risk,159.0427
low_risk,212.78847
low_risk,498.61508
low_risk,527.4192
low_risk,653.40967
low_risk,356.44824
low_risk,557.7982
low_risk,362.13113
low_risk,173.76924
low_risk,625.93085
low_risk,771.9013
low_risk,314.8027
low_risk,678.9895
low_risk,893.66736
low_risk,732.3367
low_risk,449.1082
low_risk,366.87216
low_risk,550.55725
low_risk,510.24515
low_risk,778.0909
low_risk,455.8302
low_risk,438.7986
low_risk,471.02698
low_risk,188.4353
low_risk,275.82645
low_risk,395.3607
low_risk,415.27112
low_risk,819.53217
low_risk,254.92981
low_risk,960.843
low_risk,779.4842
low_risk,1.4772775
low_risk,1056.329
low_risk,466.92685
low_risk,400.44324
low_risk,622.1113
low_risk,706.2081
low_risk,70.88585
low_risk,741.8497
low_risk,435.40717
low_risk,239.5869
low_risk,118.60404
low_risk,442.0969
low_risk,259.65283
low_risk,321.66006
low_risk,276.8441
low_risk,485.3352
low_risk,270.32996
low_risk,412.0632
low_risk,549.69336
low_risk,808.63464
low_risk,220.47955
low_risk,529.22687
low_risk,700.75006
low_risk,389.89862
low_risk,625.97174
low_risk,780.5379
low_risk,604.1865
low_risk,86.698044
low_risk,606.03564
low_risk,139.7108
low_risk,384.73587
low_risk,13.714046
low_risk,746.2533
low_risk,572.8835
low_risk,679.02625
low_risk,520.0888
low_risk,437.45096
low_risk,1063.5787
low_risk,770.68567
low_risk,387.24448
low_risk,55.57279
low_risk,923.7514
low_risk,523.79535
low_risk,566.78815
low_risk,737.79706
low_risk,825.63654
low_risk,579.27893
low_risk,564.16815
low_risk,791.08746
low_risk,711.3406
low_risk,481.2629
low_risk,540.7585
low_risk,560.0812
low_risk,639.56885
low_risk,820.87256
low_risk,461.29135
low_risk,258.3224
low_risk,523.451
low_risk,570.2744
low_risk,470.3414
low_risk,859.0314
low_risk,312.77374
low_risk,810.0278
low_risk,486.67883
low_risk,343.57645
low_risk,509.8584
low_risk,584.81696
low_risk,326.78345
low_risk,5.483402
low_risk,653.63684
low_risk,498.41794
low_risk,599.44275
low_risk,499.05963
low_risk,478.17624
low_risk,662.67615
low_risk,329.61807
low_risk,0.01
low_risk,594.03925
low_risk,519.0509
low_risk,335.62753
low_risk,379.8439
low_risk,339.84723
low_risk,258.49298
low_risk,973.3399
low_risk,387.6606
low_risk,438.31348
low_risk,262.30264
low_risk,449.41177
low_risk,480.77005
low_risk,120.36458
low_risk,459.5183
low_risk,196.09822
low_risk,632.0135
low_risk,373.1778
low_risk,105.70216
low_risk,233.40688
low_risk,466.41534
low_risk,558.49414
low_risk,559.7953
low_risk,31.500925
low_risk,641.7866
low_risk,646.14636
low_risk,583.9182
low_risk,1206.6976
low_risk,683.9357
low_risk,754.12354
low_risk,1.1421907
low_risk,321.2518
low_risk,502.7815
low_risk,644.05865
low_risk,353.2623
low_risk,256.227
low_risk,257.6097
low_risk,310.91214
low_risk,527.46625
low_risk,287.2078
low_risk,415.72763
low_risk,921.1308
low_risk,0.01
low_risk,213.49991
low_risk,832.23724
low_risk,634.3071
low_risk,564.71783
low_risk,752.4419
low_risk,807.54364
low_risk,599.2698
low_risk,96.78543
low_risk,287.19254
low_risk,539.3127
low_risk,995.2585
low_risk,297.4144
low_risk,385.1073
low_risk,181.5683
low_risk,876.0062
low_risk,580.49567
low_risk,369.23276
low_risk,467.53647
low_risk,476.10178
low_risk,477.1459
low_risk,549.2928
low_risk,604.20953
low_risk,234.24066
low_risk,580.78094
low_risk,887.8446
low_risk,534.08124
low_risk,673.0921
low_risk,108.74217
low_risk,534.90375
low_risk,273.94278
low_risk,891.85004
low_risk,472.05237
low_risk,189.49307
low_risk,519.59143
low_risk,641.19934
low_risk,419.66733
low_risk,455.68582
low_risk,518.98694
low_risk,490.41306
low_risk,1073.9318
low_risk,445.0487
low_risk,565.64886
low_risk,641.693
low_risk,554.26984
low_risk,566.1075
low_risk,401.07883
low_risk,477.3936
low_risk,539.8754
low_risk,255.12253
low_risk,322.3049
low_risk,279.45422
low_risk,836.1787
low_risk,276.43237
low_risk,809.24115
low_risk,205.79285
low_risk,579.06885
low_risk,809.0203
low_risk,297.63696
low_risk,140.05252
low_risk,663.98615
low_risk,822.54
low_risk,796.40424
low_risk,1001.6123
low_risk,0.01
low_risk,566.36334
low_risk,400.08908
low_risk,373.81882
low_risk,963.41187
low_risk,753.3352
low_risk,439.38513
low_risk,576.22424
low_risk,494.624
low_risk,462.6184
low_risk,686.0158
low_risk,414.5953
low_risk,206.8104
low_risk,0.01
low_risk,115.25467
low_risk,99.43275
low_risk,679.4343
low_risk,493.61075
low_risk,472.44086
low_risk,628.0555
low_risk,142.61844
low_risk,276.06253
low_risk,972.2871
low_risk,762.4386
low_risk,548.7111
low_risk,674.77905
low_risk,448.808
low_risk,615.6433
low_risk,502.65775
low_risk,509.47342
low_risk,396.23816
low_risk,165.84747
low_risk,914.512
low_risk,980.67865
low_risk,517.67474
low_risk,540.3998
low_risk,622.11224
low_risk,500.17975
low_risk,469.52753
low_risk,428.6471
low_risk,304.9333
low_risk,964.5404
low_risk,291.30804
low_risk,694.814
low_risk,867.38495
low_risk,0.01
low_risk,770.89044
low_risk,162.8796
low_risk,233.67061
low_risk,912.1794
low_risk,619.10535
low_risk,696.9423
low_risk,449.18674
low_risk,260.86865
low_risk,499.63678
low_risk,0.01
low_risk,635.6631
low_risk,233.57411
low_risk,812.18964
low_risk,749.3549
low_risk,514.58527
low_risk,174.69008
low_risk,1020.5478
low_risk,610.988
low_risk,817.6723
low_risk,451.5757
low_risk,810.8465
low_risk,491.0812
low_risk,813.07336
low_risk,438.76163
low_risk,747.79944
low_risk,199.91113
low_risk,906.1954
low_risk,948.1008
low_risk,277.08786
low_risk,115.98883
low_risk,104.1303
low_risk,487.53882
low_risk,439.45544
low_risk,117.98704
low_risk,673.5875
low_risk,295.32135
low_risk,721.4661
low_risk,173.77008
low_risk,806.9944
low_risk,89.09909
low_risk,423.58817
low_risk,330.09232
low_risk,421.47287
low_risk,823.4493
low_risk,353.89105
low_risk,647.432
low_risk,236.21222
low_risk,522.4424
low_risk,574.2544
low_risk,42.907024
low_risk,0.01
low_risk,0.01
low_risk,384.52347
low_risk,502.78894
low_risk,426.53693
low_risk,275.02866
low_risk,205.23967
low_risk,511.93643
low_risk,224.42244
low_risk,616.91284
low_risk,948.9021
low_risk,852.82086
low_risk,112.63487
low_risk,0.01
low_risk,380.0857
low_risk,659.5026
low_risk,550.3739
low_risk,523.26697
low_risk,275.63586
low_risk,274.1316
low_risk,445.5435
low_risk,462.30624
low_risk,446.6619
low_risk,695.55206
low_risk,471.15704
low_risk,350.34637
low_risk,637.4594
low_risk,339.29318
low_risk,469.63635
low_risk,274.95047
low_risk,375.31818
low_risk,152.12483
low_risk,424.1001
low_risk,729.41534
low_risk,472.5907
low_risk,460.7762
low_risk,312.4695
low_risk,485.095
low_risk,686.28815
low_risk,337.45056
low_risk,527.9159
low_risk,279.861
low_risk,763.13763
low_risk,201.71494
low_risk,242.11552
low_risk,402.6063
low_risk,804.8415
low_risk,349.13962
low_risk,205.21904
low_risk,703.2213
low_risk,870.8967
low_risk,734.3283
low_risk,451.85168
low_risk,524.27747
low_risk,330.52847
low_risk,1066.3065
low_risk,345.6425
low_risk,118.70944
low_risk,614.83655
low_risk,495.6781
low_risk,756.49493
low_risk,565.19934
low_risk,297.49844
low_risk,884.53876
low_risk,422.44144
low_risk,947.5691
low_risk,272.4722
low_risk,461.18423
low_risk,643.57764
low_risk,229.49414
low_risk,443.64853
low_risk,637.6572
low_risk,865.3353
low_risk,403.2797
low_risk,456.11383
low_risk,0.01
low_risk,471.7648
low_risk,808.61255
low_risk,611.07837
low_risk,372.0503
low_risk,888.02893
low_risk,651.9405
low_risk,353.32117
low_risk,481.21524
low_risk,684.3329
low_risk,592.9698
low_risk,803.45215
low_risk,873.3543
low_risk,510.59167
low_risk,701.3122
low_risk,166.11447
low_risk,629.20544
low_risk,321.23312
low_risk,431.90707
low_risk,274.77142
low_risk,508.65515
low_risk,729.41705
low_risk,278.58603
low_risk,482.04367
low_risk,595.04926
low_risk,439.77094
low_risk,895.3518
low_risk,0.01
low_risk,930.09216
low_risk,540.1895
low_risk,53.104023
low_risk,1008.463
low_risk,1122.8397
low_risk,0.01
low_risk,617.97235
low_risk,279.78372
low_risk,643.626
low_risk,558.7295
low_risk,707.05426
low_risk,523.05585
low_risk,598.6325
low_risk,871.1928
low_risk,1134.9468
low_risk,0.01
low_risk,108.50884
low_risk,254.79468
low_risk,658.8175
low_risk,360.46252
low_risk,704.8569
low_risk,540.05145
low_risk,738.4107
low_risk,485.91293
low_risk,366.69586
low_risk,469.25323
low_risk,431.93655
low_risk,631.3056
low_risk,509.44293
low_risk,812.75995
low_risk,539.1311
low_risk,183.5345
low_risk,751.54474
low_risk,726.70575
low_risk,577.3571
low_risk,192.73007
low_risk,779.52435
low_risk,155.74908
low_risk,397.4292
low_risk,953.73004
low_risk,566.50195
low_risk,491.78467
