transaction_type,risk_score
sale,52.5
sale,84.375
sale,62.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,67.5
sale,50.0
sale,70.875
sale,50.0
sale,67.5
sale,50.0
sale,52.5
sale,50.0
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,67.5
sale,70.875
sale,70.875
sale,50.0
sale,52.5
sale,50.0
sale,67.5
sale,67.5
sale,84.375
sale,62.5
sale,52.5
sale,52.5
sale,50.0
sale,62.5
sale,70.875
sale,52.5
sale,67.5
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,70.875
sale,70.875
sale,52.5
sale,50.0
sale,50.0
sale,62.5
sale,50.0
sale,70.875
sale,67.5
sale,62.5
sale,70.875
sale,84.375
sale,62.5
sale,50.0
sale,52.5
sale,52.5
sale,67.5
sale,52.5
sale,52.5
sale,52.5
sale,84.375
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,50.0
sale,62.5
sale,67.5
sale,70.875
sale,52.5
sale,62.5
sale,50.0
sale,84.375
sale,52.5
sale,52.5
sale,84.375
sale,70.875
sale,84.375
sale,67.5
sale,70.875
sale,70.875
sale,62.5
sale,52.5
sale,52.5
sale,67.5
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,50.0
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,84.375
sale,52.5
sale,50.0
sale,84.375
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,62.5
sale,62.5
sale,52.5
sale,70.875
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,50.0
sale,52.5
sale,70.875
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,70.875
sale,52.5
sale,70.875
sale,50.0
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,50.0
sale,70.875
sale,52.5
sale,62.5
sale,84.375
sale,50.0
sale,52.5
sale,70.875
sale,67.5
sale,62.5
sale,50.0
sale,70.875
sale,70.875
sale,62.5
sale,62.5
sale,84.375
sale,62.5
sale,50.0
sale,67.5
sale,52.5
sale,50.0
sale,50.0
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,62.5
sale,50.0
sale,67.5
sale,67.5
sale,50.0
sale,84.375
sale,50.0
sale,52.5
sale,62.5
sale,50.0
sale,50.0
sale,52.5
sale,52.5
sale,50.0
sale,52.5
sale,67.5
sale,50.0
sale,84.375
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,50.0
sale,52.5
sale,50.0
sale,70.875
sale,52.5
sale,62.5
sale,50.0
sale,84.375
sale,50.0
sale,62.5
sale,70.875
sale,70.875
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,62.5
sale,52.5
sale,70.875
sale,52.5
sale,62.5
sale,70.875
sale,62.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,50.0
sale,84.375
sale,62.5
sale,70.875
sale,52.5
sale,70.875
sale,50.0
sale,52.5
sale,50.0
sale,70.875
sale,67.5
sale,70.875
sale,70.875
sale,84.375
sale,67.5
sale,70.875
sale,70.875
sale,67.5
sale,62.5
sale,67.5
sale,62.5
sale,50.0
sale,50.0
sale,67.5
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,84.375
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,50.0
sale,52.5
sale,84.375
sale,52.5
sale,52.5
sale,50.0
sale,52.5
sale,70.875
sale,50.0
sale,50.0
sale,52.5
sale,50.0
sale,50.0
sale,52.5
sale,52.5
sale,50.0
sale,70.875
sale,70.875
sale,52.5
sale,62.5
sale,84.375
sale,52.5
sale,52.5
sale,50.0
sale,62.5
sale,52.5
sale,67.5
sale,50.0
sale,67.5
sale,52.5
sale,50.0
sale,52.5
sale,62.5
sale,70.875
sale,52.5
sale,50.0
sale,52.5
sale,70.875
sale,70.875
sale,84.375
sale,52.5
sale,52.5
sale,62.5
sale,62.5
sale,52.5
sale,62.5
sale,50.0
sale,62.5
sale,84.375
sale,70.875
sale,52.5
sale,70.875
sale,50.0
sale,52.5
sale,84.375
sale,52.5
sale,70.875
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,67.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,70.875
sale,62.5
sale,52.5
sale,52.5
sale,62.5
sale,70.875
sale,52.5
sale,62.5
sale,62.5
sale,70.875
sale,50.0
sale,52.5
sale,50.0
sale,70.875
sale,67.5
sale,70.875
sale,67.5
sale,84.375
sale,52.5
sale,50.0
sale,52.5
sale,70.875
sale,70.875
sale,52.5
sale,84.375
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,70.875
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,84.375
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,62.5
sale,50.0
sale,70.875
sale,52.5
sale,70.875
sale,52.5
sale,70.875
sale,70.875
sale,50.0
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,62.5
sale,62.5
sale,52.5
sale,50.0
sale,84.375
sale,67.5
sale,62.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,70.875
sale,62.5
sale,70.875
sale,50.0
sale,52.5
sale,67.5
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,70.875
sale,52.5
sale,52.5
sale,62.5
sale,70.875
sale,67.5
sale,50.0
sale,67.5
sale,52.5
sale,52.5
sale,50.0
sale,50.0
sale,62.5
sale,50.0
sale,70.875
sale,70.875
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,52.5
sale,67.5
sale,52.5
sale,62.5
sale,52.5
sale,50.0
sale,67.5
sale,52.5
sale,70.875
sale,52.5
sale,62.5
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,50.0
sale,62.5
sale,52.5
sale,50.0
sale,84.375
sale,67.5
sale,67.5
sale,52.5
sale,52.5
sale,67.5
sale,84.375
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,70.875
sale,52.5
sale,62.5
sale,52.5
sale,70.875
sale,50.0
sale,70.875
sale,52.5
sale,52.5
sale,50.0
sale,62.5
sale,52.5
sale,62.5
sale,52.5
sale,84.375
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,50.0
sale,70.875
sale,62.5
sale,52.5
sale,70.875
sale,50.0
sale,70.875
sale,52.5
sale,62.5
sale,52.5
sale,62.5
sale,62.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,50.0
sale,62.5
sale,52.5
sale,62.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,84.375
sale,67.5
sale,70.875
sale,67.5
sale,62.5
sale,52.5
sale,52.5
sale,67.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,70.875
sale,62.5
sale,70.875
sale,50.0
sale,70.875
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,84.375
sale,52.5
sale,50.0
sale,52.5
sale,70.875
sale,50.0
sale,52.5
sale,52.5
sale,67.5
sale,62.5
sale,52.5
sale,52.5
sale,62.5
sale,84.375
sale,62.5
sale,52.5
sale,62.5
sale,52.5
sale,62.5
sale,50.0
sale,52.5
sale,50.0
sale,84.375
sale,52.5
sale,52.5
sale,67.5
sale,62.5
sale,52.5
sale,52.5
sale,50.0
sale,62.5
sale,50.0
sale,52.5
sale,70.875
sale,50.0
sale,50.0
sale,52.5
sale,50.0
sale,52.5
sale,62.5
sale,52.5
sale,70.875
sale,62.5
sale,70.875
sale,50.0
sale,50.0
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,50.0
sale,52.5
sale,62.5
sale,70.875
sale,70.875
sale,70.875
sale,70.875
sale,62.5
sale,52.5
sale,70.875
sale,52.5
sale,62.5
sale,70.875
sale,62.5
sale,52.5
sale,62.5
sale,70.875
sale,52.5
sale,84.375
sale,84.375
sale,52.5
sale,52.5
sale,50.0
sale,62.5
sale,62.5
sale,50.0
sale,52.5
sale,50.0
sale,62.5
sale,50.0
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,70.875
sale,50.0
sale,50.0
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,62.5
sale,50.0
sale,67.5
sale,50.0
sale,62.5
sale,52.5
sale,70.875
sale,84.375
sale,62.5
sale,52.5
sale,52.5
sale,50.0
sale,52.5
sale,50.0
sale,50.0
sale,52.5
sale,67.5
sale,62.5
sale,62.5
sale,70.875
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,70.875
sale,70.875
sale,52.5
sale,52.5
sale,50.0
sale,50.0
sale,52.5
sale,50.0
sale,70.875
sale,70.875
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,62.5
sale,62.5
sale,70.875
sale,52.5
sale,70.875
sale,50.0
sale,52.5
sale,70.875
sale,62.5
sale,70.875
sale,52.5
sale,62.5
sale,52.5
sale,62.5
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,70.875
sale,67.5
sale,70.875
sale,84.375
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,84.375
sale,67.5
sale,70.875
sale,62.5
sale,50.0
sale,70.875
sale,62.5
sale,62.5
sale,50.0
sale,52.5
sale,70.875
sale,84.375
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,67.5
sale,62.5
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,50.0
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,67.5
sale,52.5
sale,62.5
sale,62.5
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,62.5
sale,84.375
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,62.5
sale,67.5
sale,52.5
sale,67.5
sale,67.5
sale,52.5
sale,62.5
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,67.5
sale,70.875
sale,52.5
sale,62.5
sale,67.5
sale,52.5
sale,52.5
sale,62.5
sale,67.5
sale,70.875
sale,52.5
sale,62.5
sale,70.875
sale,52.5
sale,62.5
sale,70.875
sale,70.875
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,84.375
sale,70.875
sale,62.5
sale,62.5
sale,70.875
sale,52.5
sale,50.0
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,50.0
sale,62.5
sale,50.0
sale,62.5
sale,70.875
sale,62.5
sale,62.5
sale,50.0
sale,52.5
sale,70.875
sale,50.0
sale,67.5
sale,62.5
sale,70.875
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,67.5
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,62.5
sale,52.5
sale,50.0
sale,52.5
sale,70.875
sale,52.5
sale,50.0
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,62.5
sale,70.875
sale,50.0
sale,70.875
sale,50.0
sale,50.0
sale,84.375
sale,70.875
sale,52.5
sale,52.5
sale,50.0
sale,70.875
sale,84.375
sale,50.0
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,62.5
sale,52.5
sale,50.0
sale,52.5
sale,50.0
sale,62.5
sale,62.5
sale,70.875
sale,50.0
sale,62.5
sale,52.5
sale,84.375
sale,70.875
sale,52.5
sale,50.0
sale,62.5
sale,50.0
sale,62.5
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,84.375
sale,52.5
sale,70.875
sale,70.875
sale,50.0
sale,62.5
sale,70.875
sale,62.5
sale,52.5
sale,50.0
sale,52.5
sale,50.0
sale,52.5
sale,67.5
sale,62.5
sale,52.5
sale,67.5
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,50.0
sale,62.5
sale,62.5
sale,67.5
sale,50.0
sale,70.875
sale,50.0
sale,52.5
sale,52.5
sale,70.875
sale,62.5
sale,50.0
sale,62.5
sale,62.5
sale,62.5
sale,50.0
sale,84.375
sale,50.0
sale,62.5
sale,50.0
sale,62.5
sale,52.5
sale,52.5
sale,84.375
sale,84.375
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,70.875
sale,52.5
sale,62.5
sale,52.5
sale,62.5
sale,70.875
sale,70.875
sale,50.0
sale,52.5
sale,67.5
sale,67.5
sale,62.5
sale,52.5
sale,52.5
sale,62.5
sale,67.5
sale,52.5
sale,84.375
sale,50.0
sale,50.0
sale,62.5
sale,52.5
sale,50.0
sale,62.5
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,84.375
sale,70.875
sale,52.5
sale,62.5
sale,62.5
sale,50.0
sale,70.875
sale,52.5
sale,70.875
sale,70.875
sale,62.5
sale,62.5
sale,52.5
sale,70.875
sale,62.5
sale,50.0
sale,50.0
sale,67.5
sale,70.875
sale,70.875
sale,50.0
sale,70.875
sale,67.5
sale,70.875
sale,70.875
sale,52.5
sale,52.5
sale,70.875
sale,67.5
sale,62.5
sale,84.375
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,50.0
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,84.375
sale,50.0
sale,67.5
sale,62.5
sale,62.5
sale,62.5
sale,70.875
sale,52.5
sale,67.5
sale,52.5
sale,67.5
sale,50.0
sale,67.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,84.375
sale,52.5
sale,70.875
sale,70.875
sale,67.5
sale,70.875
sale,50.0
sale,62.5
sale,52.5
sale,50.0
sale,70.875
sale,52.5
sale,50.0
sale,50.0
sale,50.0
sale,52.5
sale,67.5
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,50.0
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,62.5
sale,52.5
sale,52.5
sale,62.5
sale,70.875
sale,62.5
sale,50.0
sale,52.5
sale,70.875
sale,62.5
sale,70.875
sale,50.0
sale,70.875
sale,52.5
sale,50.0
sale,52.5
sale,84.375
sale,52.5
sale,84.375
sale,50.0
sale,52.5
sale,62.5
sale,62.5
sale,70.875
sale,70.875
sale,67.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,50.0
sale,52.5
sale,52.5
sale,84.375
sale,52.5
sale,70.875
sale,62.5
sale,52.5
sale,62.5
sale,50.0
sale,67.5
sale,70.875
sale,50.0
sale,50.0
sale,52.5
sale,50.0
sale,84.375
sale,70.875
sale,84.375
sale,52.5
sale,52.5
sale,70.875
sale,84.375
sale,62.5
sale,50.0
sale,52.5
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,50.0
sale,67.5
sale,70.875
sale,52.5
sale,62.5
sale,62.5
sale,52.5
sale,67.5
sale,52.5
sale,52.5
sale,52.5
sale,70.875
sale,62.5
sale,67.5
sale,50.0
sale,62.5
sale,52.5
sale,62.5
sale,52.5
sale,70.875
sale,52.5
sale,52.5
sale,52.5
sale,62.5
sale,62.5
sale,50.0
sale,70.875
sale,62.5
sale,52.5
sale,52.5
sale,62.5
sale,70.875
sale,67.5
sale,70.875
sale,50.0
sale,70.875
sale,52.5
sale,50.0
sale,70.875
sale,52.5
sale,52.5
sale,67.5
sale,52.5
sale,84.375
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,52.5
sale,62.5
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,25.0
purchase,31.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,25.0
purchase,26.25
purchase,25.0
purchase,26.25
purchase,42.1875
purchase,31.25
purchase,42.1875
purchase,33.75
purchase,26.25
purchase,33.75
purchase,26.25
purchase,33.75
purchase,26.25
purchase,33.75
purchase,31.25
purchase,31.25
purchase,35.4375
purchase,25.0
purchase,31.25
purchase,26.25
purchase,35.4375
purchase,42.1875
purchase,31.25
purchase,42.1875
purchase,25.0
purchase,42.1875
purchase,25.0
purchase,26.25
purchase,25.0
purchase,26.25
purchase,26.25
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,25.0
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,31.25
purchase,31.25
purchase,31.25
purchase,35.4375
purchase,25.0
purchase,33.75
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,42.1875
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,33.75
purchase,25.0
purchase,31.25
purchase,31.25
purchase,35.4375
purchase,35.4375
purchase,31.25
purchase,33.75
purchase,31.25
purchase,26.25
purchase,26.25
purchase,31.25
purchase,25.0
purchase,25.0
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,33.75
purchase,25.0
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,42.1875
purchase,31.25
purchase,35.4375
purchase,25.0
purchase,26.25
purchase,31.25
purchase,26.25
purchase,25.0
purchase,33.75
purchase,31.25
purchase,25.0
purchase,35.4375
purchase,35.4375
purchase,35.4375
purchase,42.1875
purchase,26.25
purchase,26.25
purchase,25.0
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,25.0
purchase,31.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,31.25
purchase,31.25
purchase,31.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,35.4375
purchase,35.4375
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,25.0
purchase,31.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,42.1875
purchase,26.25
purchase,35.4375
purchase,35.4375
purchase,25.0
purchase,26.25
purchase,42.1875
purchase,35.4375
purchase,26.25
purchase,25.0
purchase,26.25
purchase,31.25
purchase,31.25
purchase,31.25
purchase,42.1875
purchase,26.25
purchase,25.0
purchase,42.1875
purchase,25.0
purchase,42.1875
purchase,31.25
purchase,35.4375
purchase,31.25
purchase,31.25
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,33.75
purchase,26.25
purchase,26.25
purchase,33.75
purchase,35.4375
purchase,33.75
purchase,42.1875
purchase,25.0
purchase,26.25
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,35.4375
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,31.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,35.4375
purchase,35.4375
purchase,35.4375
purchase,31.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,33.75
purchase,42.1875
purchase,25.0
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,25.0
purchase,26.25
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,26.25
purchase,42.1875
purchase,25.0
purchase,31.25
purchase,26.25
purchase,25.0
purchase,31.25
purchase,35.4375
purchase,35.4375
purchase,25.0
purchase,33.75
purchase,26.25
purchase,33.75
purchase,42.1875
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,26.25
purchase,42.1875
purchase,31.25
purchase,35.4375
purchase,26.25
purchase,31.25
purchase,26.25
purchase,26.25
purchase,33.75
purchase,25.0
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,33.75
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,33.75
purchase,33.75
purchase,26.25
purchase,26.25
purchase,31.25
purchase,25.0
purchase,26.25
purchase,33.75
purchase,42.1875
purchase,31.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,42.1875
purchase,26.25
purchase,26.25
purchase,25.0
purchase,35.4375
purchase,42.1875
purchase,33.75
purchase,31.25
purchase,26.25
purchase,42.1875
purchase,25.0
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,25.0
purchase,35.4375
purchase,33.75
purchase,42.1875
purchase,26.25
purchase,31.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,42.1875
purchase,31.25
purchase,26.25
purchase,26.25
purchase,31.25
purchase,31.25
purchase,35.4375
purchase,25.0
purchase,35.4375
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,35.4375
purchase,31.25
purchase,31.25
purchase,25.0
purchase,26.25
purchase,26.25
purchase,25.0
purchase,25.0
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,31.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,35.4375
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,25.0
purchase,26.25
purchase,26.25
purchase,25.0
purchase,25.0
purchase,33.75
purchase,26.25
purchase,26.25
purchase,26.25
purchase,33.75
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,25.0
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,35.4375
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,42.1875
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,25.0
purchase,26.25
purchase,25.0
purchase,25.0
purchase,26.25
purchase,33.75
purchase,26.25
purchase,35.4375
purchase,35.4375
purchase,31.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,25.0
purchase,26.25
purchase,26.25
purchase,33.75
purchase,25.0
purchase,26.25
purchase,42.1875
purchase,26.25
purchase,42.1875
purchase,31.25
purchase,26.25
purchase,26.25
purchase,42.1875
purchase,25.0
purchase,26.25
purchase,31.25
purchase,26.25
purchase,31.25
purchase,25.0
purchase,26.25
purchase,35.4375
purchase,42.1875
purchase,33.75
purchase,25.0
purchase,42.1875
purchase,25.0
purchase,31.25
purchase,35.4375
purchase,31.25
purchase,25.0
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,25.0
purchase,26.25
purchase,33.75
purchase,33.75
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,26.25
purchase,33.75
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,33.75
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,31.25
purchase,35.4375
purchase,42.1875
purchase,26.25
purchase,25.0
purchase,31.25
purchase,26.25
purchase,25.0
purchase,26.25
purchase,33.75
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,25.0
purchase,26.25
purchase,42.1875
purchase,31.25
purchase,25.0
purchase,31.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,35.4375
purchase,26.25
purchase,25.0
purchase,26.25
purchase,25.0
purchase,25.0
purchase,25.0
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,33.75
purchase,31.25
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,35.4375
purchase,26.25
purchase,35.4375
purchase,35.4375
purchase,26.25
purchase,25.0
purchase,26.25
purchase,33.75
purchase,26.25
purchase,26.25
purchase,33.75
purchase,42.1875
purchase,26.25
purchase,31.25
purchase,26.25
purchase,42.1875
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,26.25
purchase,31.25
purchase,25.0
purchase,26.25
purchase,31.25
purchase,42.1875
purchase,35.4375
purchase,25.0
purchase,26.25
purchase,25.0
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,42.1875
purchase,26.25
purchase,31.25
purchase,25.0
purchase,31.25
purchase,31.25
purchase,35.4375
purchase,26.25
purchase,31.25
purchase,31.25
purchase,26.25
purchase,35.4375
purchase,31.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,42.1875
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,33.75
purchase,25.0
purchase,31.25
purchase,26.25
purchase,25.0
purchase,31.25
purchase,33.75
purchase,26.25
purchase,26.25
purchase,31.25
purchase,25.0
purchase,31.25
purchase,26.25
purchase,33.75
purchase,42.1875
purchase,25.0
purchase,25.0
purchase,42.1875
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,33.75
purchase,26.25
purchase,42.1875
purchase,26.25
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,26.25
purchase,25.0
purchase,26.25
purchase,26.25
purchase,25.0
purchase,26.25
purchase,31.25
purchase,25.0
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,25.0
purchase,26.25
purchase,26.25
purchase,26.25
purchase,33.75
purchase,31.25
purchase,26.25
purchase,35.4375
purchase,31.25
purchase,25.0
purchase,25.0
purchase,33.75
purchase,35.4375
purchase,25.0
purchase,26.25
purchase,42.1875
purchase,26.25
purchase,26.25
purchase,26.25
purchase,31.25
purchase,25.0
purchase,26.25
purchase,25.0
purchase,26.25
purchase,25.0
purchase,35.4375
purchase,42.1875
purchase,26.25
purchase,25.0
purchase,26.25
purchase,26.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,35.4375
purchase,26.25
purchase,25.0
purchase,25.0
purchase,26.25
purchase,35.4375
purchase,31.25
purchase,26.25
purchase,25.0
purchase,35.4375
purchase,35.4375
purchase,26.25
purchase,25.0
purchase,35.4375
purchase,31.25
purchase,26.25
purchase,31.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,25.0
purchase,42.1875
purchase,35.4375
purchase,35.4375
purchase,31.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,42.1875
purchase,25.0
purchase,31.25
purchase,31.25
purchase,26.25
purchase,26.25
purchase,42.1875
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,33.75
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,26.25
purchase,33.75
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,31.25
purchase,26.25
purchase,26.25
purchase,35.4375
purchase,26.25
purchase,35.4375
purchase,25.0
purchase,31.25
purchase,26.25
purchase,35.4375
purchase,42.1875
purchase,31.25
purchase,26.25
purchase,26.25
purchase,42.1875
purchase,26.25
purchase,26.25
purchase,25.0
purchase,25.0
purchase,33.75
purchase,26.25
